0.811221 0.197930 1.475064
-0.012559 -1.644118 1.156942
0.713089 -2.207031 2.207830
-0.541185 -0.996049 2.763553
-0.421868 -1.432658 2.532527
0.022780 -1.163123 2.657574
-0.811866 -3.271481 1.362218
-0.295306 -1.113374 1.597855
-0.509222 -3.009252 1.868713
0.553046 5.667797 2.812559
0.003813 -3.661177 2.670064
0.737354 3.659721 2.819685
0.084065 -1.337576 1.792057
-0.595758 1.181420 1.341201
-0.235730 0.069171 1.556048
-0.768779 0.940131 2.842716
0.308274 -4.836425 2.625658
0.448075 2.310578 1.139934
-0.607392 6.781967 2.670023
0.962736 -1.241770 2.841585
0.413885 -2.438700 2.237321
-0.360311 1.913774 2.290078
0.727534 2.131878 1.237299
-0.899057 -6.732523 2.307260
-0.547013 -0.675317 1.454622
0.689016 -1.517328 2.634161
0.698491 -0.115676 1.092466
0.182169 1.563015 1.221063
0.459664 3.404816 2.890681
0.897928 3.094154 2.124344
-0.817500 3.481199 2.564767
0.442893 1.843612 1.223702
0.286836 0.605028 1.416357
0.718036 0.256064 1.273016
0.349410 -0.245999 1.574922
-0.847417 -2.027900 1.117745
0.902219 1.471930 1.493783
-0.564461 -0.279396 2.052441
-0.556710 -2.000080 2.659880
-0.331903 3.657655 2.690330
-0.130595 -1.882225 2.801632
0.346988 1.747681 2.829904
0.165540 -4.055841 1.928757
-0.741181 -2.750103 2.372276
-0.714378 -0.967235 1.338249
0.337641 2.928832 1.304078
-0.099643 -0.337081 1.620265
0.831734 -1.704299 2.947753
0.528164 0.828097 2.106359
-0.534858 -0.500349 1.984406
-0.262513 -1.580753 1.577052
0.902650 -2.553775 2.422673
0.990899 4.089570 1.270332
0.951347 0.834799 1.616497
0.053577 -0.052642 1.544713
0.332107 -1.060128 2.650152
0.966605 -0.613330 1.509470
-0.072322 -1.283602 2.923450
-0.230385 2.914167 2.181646
-0.273657 -0.215046 1.842835
-0.706996 3.915985 1.746597
-0.032704 -1.029940 2.305552
-0.186179 -0.666088 2.590049
-0.715854 -0.398420 1.155048
-0.390328 -4.279082 2.889499
0.242020 4.617430 2.778024
-0.723756 -2.037538 1.146088
0.907942 -1.228356 2.727921
-0.686518 -0.344612 1.135643
-0.989606 -5.099975 1.466274
0.785587 -2.574089 1.909385
0.068145 -1.804505 2.349447
0.952507 2.710904 1.371513
0.883191 2.152185 1.517526
0.404790 1.257828 1.287948
-0.831137 -2.325367 1.889042
0.108522 3.355333 2.852011
-0.239525 3.406088 1.857256
-0.128506 0.432803 1.394139
0.200982 0.824320 2.710109
0.902683 0.354285 1.304257
0.794774 1.354196 1.010593
-0.491961 3.491367 2.795317
0.464385 0.505626 1.281505
-0.684412 -2.264656 1.392762
-0.005867 -0.835570 1.368097
0.193308 0.759762 1.905323
-0.059220 -2.221544 1.775491
0.473322 0.117512 1.198773
0.629604 -4.524081 2.835921
-0.298462 2.467318 1.867511
-0.661552 1.579291 1.898326
-0.844680 -5.446768 1.693287
0.955315 1.216714 1.123755
-0.023241 -3.651315 2.214041
-0.008289 -1.999103 1.100536
-0.737012 -0.706777 2.507611
-0.126106 -1.450605 1.246398
-0.873655 -3.934178 1.834373
0.192921 1.056672 2.302062
-0.373178 -1.375542 2.348021
0.239549 -0.147661 1.959409
0.433133 0.172874 1.127151
-0.676157 -1.125302 2.974073
-0.559213 -0.418752 1.961626
0.960743 2.781404 1.899115
0.137156 0.311054 2.666266
